Web Page Name,Web Display Name,Excel Template Name,Description,Date Added,Version,Data Type,Display Format,Interface Calculation,API Object,API Field Name,Enumeration ID,Model,API Object_API Field Name,Property Type,,,,,
Transactions,Land Value Per SF,Land Value Per SF,Appraiser estimated land value allocation for improved properties.,4/30/2021,1.23.1,float,"$#,###.##",,Sales,landvaluepersf,,,Sales_landvaluepersf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Land Value,Land Value,Allocated value of Land for a property.,4/30/2021,1.23.1,float,"$#,###",Calculate via Button,Sales,landvalue,,,Sales_landvalue,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Improvement Value,Improvement Value,Allocated value of improvements for an improved property.,4/30/2021,1.23.1,float,"$#,###",Calculate via Button,Sales,improvementvalue,,,Sales_improvementvalue,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Improvement Value Per SF,Improvement Value Per SF,Total value of improvements divided by Allocated improvements price per SF of GBA.,4/30/2021,1.23.1,float,"$#,###.##",Calculate via Button,Sales,improvementvaluepersf,,,Sales_improvementvaluepersf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,PGIM,PGIM,Potential Gross Income Multiplier,1/25/2014,,float,"#,##0.00",Auto-Calculated,Sales,pgim,,,Sales_pgim,Multi-Family (MF),,,,,
Transactions,EGIM,EGIM,Effective Gross Income Multiplier,1/25/2014,,float,"#,##0.00",Auto-Calculated,Sales,egim,,public double? EGIM { get; set; },Sales_egim,Multi-Family (MF),,,,,
Transactions,NIM,NIM,Net Income Multiplier,1/25/2014,,float,"#,##0.00",Auto-Calculated,Sales,nim,,,Sales_nim,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Cap Rate,Cap Rate,Capitalization Rate,1/25/2014,,float,0.##%,Auto-Calculated,Sales,caprate,,,Sales_caprate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Room Revenue Multiplier,Room Revenue Multiplier,Calculated field for Hospitality and Lodging,4/30/2021,1.23.1,float,#.##,Auto-Calculated,Sales,hotelroomrevmultiplier,,,Sales_hotelroomrevmultiplier,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,TOS Cap Rate,TOS Cap Rate,TOS Cap Rate,9/27/2017,,float,0.##%,Calculate via Button,Sales,toscaprate,,,Sales_toscaprate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,TOS EGIM,TOS EGIM,Time of Sale - Effective Gross Income Multiplier,2/22/2019,,float,"#,##0.0000",Calculate via Button,Sales,tosegim,,,Sales_tosegim,Multi-Family (MF),,,,,
Transactions,TOS NOI,TOS NOI,NOI at time of sale,4/30/2021,1.23.1,float,"$#,###",Calculate via Button,Sales,tosnoi,,,Sales_tosnoi,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,TOS Occupancy Rate,TOS Occupancy Rate,TOS Occupancy Rate,9/27/2017,,float,0.##%,Calculate via Button,Sales,tosoccupancyrate,,,Sales_tosoccupancyrate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,TOS Vacancy Rate,TOS Vacancy Rate,TOS Vacancy Rate,9/27/2017,,float,0.##%,Calculate via Button,Sales,tosvacancyrate,,,Sales_tosvacancyrate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,TOS Price Per Rentable Space,TOS Price Per Rentable Space,TOS Price Per Rentable Space,9/27/2017,,float,"$#,##0.00",Calculate via Button,Sales,tospriceperrsf,,,Sales_tospriceperrsf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,TOS Price Per Usable Acre Land,TOS Price Per Usable Acre Land,TOS Price Per Usable Acre Land,9/27/2017,,float,"$#,##0.00",Calculate via Button,Sales,tospriceperuseableacreland,,,Sales_tospriceperuseableacreland,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,TOS Price Per Usable SF Land,TOS Price Per Usable SF Land,TOS Price Per Usable SF Land,9/27/2017,,float,"$#,##0.00",Calculate via Button,Sales,tospriceperuseablesfland,,,Sales_tospriceperuseablesfland,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,TOS Number Of Tenants,TOS Number Of Tenants,TOS Number Of Tenants,9/27/2017,,int,"#,##0",Calculate via Button,Sales,tosnumberoftenants,,,Sales_tosnumberoftenants,"Retail, Industrial, Office",,,,,
Transactions,TOS Tenancy Type,TOS Tenancy Type,"Describes property configuration at time of sale (i.e. Multi-Tenant, Single-Tenant).",4/30/2021,1.23.1,string,DDL,,Sales,tostenancytype,,,Sales_tostenancytype,"Retail, Industrial, Office",,,,,
Transactions,TOS Weighted Avg. Lease Term,TOS Weighted Avg. Lease Term,TOS Weighted Avg. Lease Term,9/27/2017,,float,,Calculate via Button,Sales,tosweightedaverageleaseterm,,,Sales_tosweightedaverageleaseterm,"Retail, Industrial, Office",,,,,
Transactions,TOS Effective Age,TOS Effective Age,The effective age of the property at time of the sale instance.,7/25/2019,,int,"#,##0",,Sales,toseffectiveage,,,Sales_toseffectiveage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Discount Rate,Discount Rate,"The discount rate is the rate used in a discounted cash flow analysis to compute present values. When solving for the future value of money set aside today, we compound our investment at a particular rate of interest.",7/22/2019,,float,,,Sales,discountrate,,,Sales_discountrate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Expense Growth Rate,Expense Growth Rate,Expense Growth Rate,7/22/2019,,float,,,Sales,expensegrowthrate,,,Sales_expensegrowthrate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Income Growth Rate,Income Growth Rate,Income Growth Rate,7/22/2019,,float,,,Sales,incomegrowthrate,,,Sales_incomegrowthrate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Terminal Cap Rate,Terminal Cap Rate,The terminal capitalization rate is the rate used to estimate the resale value of a property at the end of the holding period. The expected net operating income (NOI) per year is divided by the terminal cap rate (expressed as percentage) to get the *terminal* value.,7/22/2019,,float,,,Sales,terminalcaprate,,,Sales_terminalcaprate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Holding Period Years,Holding Period Years,Holding Period Years,7/22/2019,,int,"#,##0",,Sales,holdingperiodyears,,,Sales_holdingperiodyears,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Income Growth,Income Growth,"Describes upcoming income growth (i.e. Stable, Increasing, Flat, etc.) at time of sale.",4/30/2021,1.23.1,string,text,,Sales,incomegrowth,,,Sales_incomegrowth,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Risk Profile,Risk Profile,"Describes property's risk level (i.e. Average Risk, High Risk, etc.) at time of sale.",4/30/2021,1.23.1,string,DDL,,Sales,riskprofile,,,Sales_riskprofile,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Original List Price,Original List Price,Original List price for analysis against price sold for,4/30/2021,1.23.1,float,"$#,###",,Sales,originallistprice,,,Sales_originallistprice,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Original List Price Difference,Original List Price Difference,Percent difference from Original List Price to Sale Price,4/30/2021,1.23.1,float,,Auto-Calculated,Sales,originallppercentdiff,,,Sales_originallppercentdiff,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Current List Price,Current List Price,Most recent List price for analysis against price sold for,4/30/2021,1.23.1,float,"$#,###",,Sales,currentlistprice,,,Sales_currentlistprice,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Current List Price Difference,Current List Price Difference,Percent difference from Current List Price to Sale Price,4/30/2021,1.23.1,float,,Auto-Calculated,Sales,currentlppercentdiff,,,Sales_currentlppercentdiff,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Environmental Concerns,Environmental Concerns,Description of any environmental issues as property,4/30/2021,1.23.1,string,DDL,,Sales,environmentalconcerns,,,Sales_environmentalconcerns,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Environmental Status,Environmental Status,Status at time of Sale,4/30/2021,1.23.1,string,DDL,,Sales,environmentalstatus,,,Sales_environmentalstatus,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Environmental Remarks,Environmental Remarks,Additional environmental/contamination notes,4/30/2021,1.23.1,string,text,,Sales,environmentalremarks,,,Sales_environmentalremarks,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Clean up Costs,Clean-up Costs,Cost of remaining environmental clean-up,4/30/2021,1.23.1,float,"$#,###",,Sales,cleanupcosts,,,Sales_cleanupcosts,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Type of Contamination,Type of Contamination,Description of contamination type,4/30/2021,1.23.1,string,DDL,,Sales,typeofcontamination,,,Sales_typeofcontamination,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Responsible Party,Responsible Party,Party responsible for contamination,4/30/2021,1.23.1,string,DDL,,Sales,responsibleparty,,,Sales_responsibleparty,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Percent Diminution in Value,Percent Diminution in Value,Percent sale price was decreased due to contamination,4/30/2021,1.23.1,float,,,Sales,percentdiminutioninvalue,,,Sales_percentdiminutioninvalue,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Diminution Source,Diminution Source,Information source for percent decrease in value due to contamination,4/30/2021,1.23.1,string,text,,Sales,diminutionsource,,,Sales_diminutionsource,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Percent Stigma,Percent Stigma,Percent sale price was decreased due to stigma from contamination,4/30/2021,1.23.1,float,,,Sales,percentstigma,,,Sales_percentstigma,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Adjustment Comments,Adjustment Comments,Explanation of adjustments made,2/22/2019,,string,TA,,Sales,adjustmentcomments,,,Sales_adjustmentcomments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Internal Comments,Internal Comments,Comments for internal use within the appraisal firm.,2/22/2019,,string,TA,,Sales,internalcomments,,,Sales_internalcomments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Sale Notes,Sale Notes,"List, Contract or Sale Notes",1/25/2014,,string,TA,,Sales,salenotes,,,Sales_salenotes,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Transactions,Sale Comments,Sale Comments,"List, Contract or Sale Comments",1/25/2014,,string,TA,,Sales,salecomments,,,Sales_salecomments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
UAF,Price Per Usable Acre,Price Per Usable Acre,Price Per Usable Acre,10/15/2018,,float,"$#,##0",Auto-Calculated,Sales,priceperusableacre,,,Sales_priceperusableacre,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
UAF,Price Per Usable Land SF,Price Per Usable Land SF,Price Per Usable Land SF,1/25/2014,,float,"$#,##0.00",Auto-Calculated,Sales,priceperusablelandsf,,,Sales_priceperusablelandsf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site ,No. of Parcels,No. of Parcels,The number of parcels that are included in the site envelope.,3/26/2024,1.34.1,int,"#,##0",Count of Subparcels,Sites,NumberOfParcels,,int? NumberOfParcels { get; set; },Sites_NumberOfParcels,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site ,Land Use,Land Use,Standardized Land Use Code normalized across all counties. Indicates the use of a property.,8/28/2020,1.20.2,text,,,Sites,landuse,,public string LandUse { get; set; },Sites_landuse,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Acres,Acres,Total Land Area of the Site in Acres,1/25/2014,,float,"#,##0.0000",Cross-Calculates,Sites,acres,,public double? Acres { get; set; },Sites_acres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Land SF,Land SF,Total Land Area of the Site in Square Feet,1/25/2014,,float,"#,##0",Cross-Calculates,Sites,landsf,,public double? LandSF { get; set; },Sites_landsf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Usable Acres,Usable Acres,"The minimum land area required per development which is suitable for OSS. This area includes satisfactory soil conditions, vertical separation and horizontal separation(s). ",1/25/2014,,float,"#,##0.0000",Cross-Calculates,Sites,usableacres,,public double? UsableAcres { get; set; },Sites_usableacres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Usable Land SF,Usable Land SF,"The minimum land area required per development which is suitable for OSS. This area includes satisfactory soil conditions, vertical separation and horizontal separation(s). ",1/25/2014,,float,"#,##0",Cross-Calculates,Sites,usablelandsf,,public double? UsableLandSF { get; set; },Sites_usablelandsf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Unusable Acres,Unusable Acres,"Land not beneficial to residential use due to location or character such as drainage ditches, steep slopes, dense woods, sidewalks and utility strips when their presence renders the land unusable for residential use.",3/26/2024,1.34.1,float,"#,##0.0000",Cross-Calculates,Sites,UnusableAcres,,double? UnusableAcres { get; set; },Sites_UnusableAcres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Unusable Land SF,Unusable Land SF,"Land not beneficial to residential use due to location or character such as drainage ditches, steep slopes, dense woods, sidewalks and utility strips when their presence renders the land unusable for residential use.",3/26/2024,1.34.1,float,"#,##0",Cross-Calculates,Sites,UnusableLandSF,,double? UnusableLandSF { get; set; },Sites_UnusableLandSF,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Excess Acres,Excess Acres,"Excess Acres is defined as that which is larger than what is typical in the neighborhood AND capable of a separate use. Generally, the excess portion can be subdivided and marketed as an individual parcel.",7/23/2019,,float,"#,##0.0000",Cross-Calculates,Sites,excessacres,,public double? ExcessAcres { get; set; },Sites_excessacres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Excess Land SF,Excess Land SF,"Excess land is defined as that which is larger than what is typical in the neighborhood AND capable of a separate use. Generally, the excess portion can be subdivided and marketed as an individual parcel.",7/23/2019,,float,"#,##0",Cross-Calculates,Sites,excesslandsf,,public double? ExcessLandSF { get; set; },Sites_excesslandsf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Surplus Acres,Surplus Acres,Land that is not currently needed to support the existing use but cannot be separated from the property and sold off for another use. Surplus land does not have an independent highest and best use and may or may not contribute value to the improved parcel.,3/26/2024,1.34.1,float,"#,##0.0000",Cross-Calculates,Sites,SurplusAcres,,double? SurplusAcres { get; set; },Sites_SurplusAcres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Surplus Land SF,Surplus Land SF,Land that is not currently needed to support the existing use but cannot be separated from the property and sold off for another use. Surplus land does not have an independent highest and best use and may or may not contribute value to the improved parcel.,3/26/2024,1.34.1,float,"#,##0",Cross-Calculates,Sites,SurplusLandSF,,double? SurplusLandSF { get; set; },Sites_SurplusLandSF,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Easement Acres,Easement Acres,A legal right to use another person's land for as long as the owner owns that land or the holder of the easement dies.,7/23/2019,,float,"#,##0.0000",Cross-Calculates,Sites,easementacres,,public double? EasementAcres { get; set; },Sites_easementacres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Easement Land SF,Easement Land SF,A legal right to use another person's land for as long as the owner owns that land or the holder of the easement dies.,7/23/2019,,float,"#,##0",Cross-Calculates,Sites,easementlandsf,,public double? EasementLandSF { get; set; },Sites_easementlandsf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Buildable SF,Buildable SF,"Buildable land area is that portion of a development site where construction can legally and reasonably occur – so public streets and rights-of way, wetlands and watercourses, and other constraints would not be included.",10/11/2017,,int,"#,##0.0000",,Sites,buildablesf,,public double? BuildableSF { get; set; },Sites_buildablesf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Gross Land Area Hectares,Gross Land Area Hectares,Metric System; Primary Land Data Entry,7/29/2019,,float,0.#####,Cross-Calculates,Sites,landhectares,,public double? LandHectares { get; set; },Sites_landhectares,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
